item_id,name,level,keycard_type,price,durability,use_map,use_place,place_code,place_name,room_name,containers,container_json,consume_normal,consume_secret,consume_top_secret,single_cost_normal,single_cost_secret,single_cost_top_secret,image_url,local_image_path,room_place_pics,container_image_paths,price_curve_points,data_version
15050500002,生物样本室,6,,5151396,40,潮汐监狱,潮汐监狱-医疗实验区,cxjy,潮汐监狱,生物样本室,保险箱 x1; 航空储物箱 x1; 服务器 x2; 一件衣服 x1,"{""strongBox"":1,""aviationStorageBox"":1,""server"":2,""clothing"":1}",0,0,4,,,515140,https://playerhub.df.qq.com/playerhub/60004/object/15050500002.png,data/keycards/images/keycards/15050500002_生物样本室.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/aviationStorageBox_航空储物箱.webp|data/keycards/images/containers/server_服务器.webp|data/keycards/images/containers/clothing_一件衣服.webp,265,202605231600
15050500004,典狱长收藏室,6,,5723234,40,潮汐监狱,潮汐监狱-典狱长办公室,cxjy,潮汐监狱,典狱长收藏室,保险箱 x2; 小保险箱 x1; 散落物品随机刷新点 x3,"{""strongBox"":2,""smallStrongBox"":1,""scatteredPoint"":3}",0,0,4,,,572323,https://playerhub.df.qq.com/playerhub/60004/object/15050500004.png,data/keycards/images/keycards/15050500004_典狱长收藏室.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/smallStrongBox_小保险箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050500013,三级监狱权限卡,6,,5468571,80,潮汐监狱,潮汐监狱-牢房区,cxjy,潮汐监狱,三级监狱权限卡,一卡多开 x1,"{""openDoorMuilt"":1}",0,0,4,,,273429,https://playerhub.df.qq.com/playerhub/60004/object/15050500013.png,data/keycards/images/keycards/15050500013_三级监狱权限卡.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/openDoorMuilt_一卡多开.webp,265,202605231600
15050500001,监狱审讯室,5,,2321601,40,潮汐监狱,潮汐监狱-狱警工作区,cxjy,潮汐监狱,监狱审讯室,服务器 x1; 保险箱 x1; 电脑机箱 x2,"{""server"":1,""strongBox"":1,""computerCase"":2}",0,0,4,,,232160,https://playerhub.df.qq.com/playerhub/60004/object/15050500001.png,data/keycards/images/keycards/15050500001_监狱审讯室.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/server_服务器.webp|data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/computerCase_电脑机箱.webp,265,202605231600
15050500005,人偶影印室,5,,1981714,40,潮汐监狱,潮汐监狱-典狱长办公室,cxjy,潮汐监狱,人偶影印室,工具柜 x1; 保险箱 x1; 散落物品随机刷新点 x3,"{""toolCabinet"":1,""strongBox"":1,""scatteredPoint"":3}",0,0,4,,,198171,https://playerhub.df.qq.com/playerhub/60004/object/15050500005.png,data/keycards/images/keycards/15050500005_人偶影印室.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/toolCabinet_工具柜.webp|data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050500010,水位控制室,5,,2184734,40,潮汐监狱,潮汐监狱-潮汐控制室,cxjy,潮汐监狱,水位控制室,收纳盒 x1; 保险箱 x1; 散落物品随机刷新点 x2,"{""storageBox"":1,""strongBox"":1,""scatteredPoint"":2}",0,0,4,,,218473,https://playerhub.df.qq.com/playerhub/60004/object/15050500010.png,data/keycards/images/keycards/15050500010_水位控制室.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/storageBox_收纳盒.webp|data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050500012,二级监狱权限卡,5,,2646465,100,潮汐监狱,潮汐监狱-牢房区,cxjy,潮汐监狱,二级监狱权限卡,一卡多开 x1,"{""openDoorMuilt"":1}",0,0,4,,,105859,https://playerhub.df.qq.com/playerhub/60004/object/15050500012.png,data/keycards/images/keycards/15050500012_二级监狱权限卡.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/openDoorMuilt_一卡多开.webp,265,202605231600
15050500003,监狱体检室,4,,724277,40,潮汐监狱,潮汐监狱-医疗实验区,cxjy,潮汐监狱,监狱体检室,小保险箱 x1; 高级储物箱 x1; 散落物品随机刷新点 x4,"{""smallStrongBox"":1,""advancedStorageBin"":1,""scatteredPoint"":4}",0,0,4,,,72428,https://playerhub.df.qq.com/playerhub/60004/object/15050500003.png,data/keycards/images/keycards/15050500003_监狱体检室.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/smallStrongBox_小保险箱.webp|data/keycards/images/containers/advancedStorageBin_高级储物箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050500006,顶层办公间,4,,806076,40,潮汐监狱,潮汐监狱-休息区,cxjy,潮汐监狱,顶层办公间,工具柜 x1; 电脑机箱 x1,"{""toolCabinet"":1,""computerCase"":1}",0,0,4,,,80608,https://playerhub.df.qq.com/playerhub/60004/object/15050500006.png,data/keycards/images/keycards/15050500006_顶层办公间.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/toolCabinet_工具柜.webp|data/keycards/images/containers/computerCase_电脑机箱.webp,265,202605231600
15050500007,仓库区监控房,4,,752600,40,潮汐监狱,潮汐监狱-卸货区,cxjy,潮汐监狱,仓库区监控房,小保险箱 x1; 手提箱 x1; 电脑机箱 x1,"{""smallStrongBox"":1,""suitcase"":1,""computerCase"":1}",0,0,4,,,75260,https://playerhub.df.qq.com/playerhub/60004/object/15050500007.png,data/keycards/images/keycards/15050500007_仓库区监控房.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/smallStrongBox_小保险箱.webp|data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/computerCase_电脑机箱.webp,265,202605231600
15050500008,监狱服务器房,4,,860456,40,潮汐监狱,潮汐监狱-水动力渠,cxjy,潮汐监狱,监狱服务器房,服务器 x2; 收纳盒 x1; 散落物品随机刷新点 x2,"{""server"":2,""storageBox"":1,""scatteredPoint"":2}",0,0,4,,,86046,https://playerhub.df.qq.com/playerhub/60004/object/15050500008.png,data/keycards/images/keycards/15050500008_监狱服务器房.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/server_服务器.webp|data/keycards/images/containers/storageBox_收纳盒.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050500009,食堂洗碗间,4,,1330695,40,潮汐监狱,潮汐监狱-囚犯活动区-食堂,cxjy,潮汐监狱,食堂洗碗间,保险箱 x1; 高级储物箱 x1; 散落物品随机刷新点 x1,"{""strongBox"":1,""advancedStorageBin"":1,""scatteredPoint"":1}",0,0,4,,,133070,https://playerhub.df.qq.com/playerhub/60004/object/15050500009.png,data/keycards/images/keycards/15050500009_食堂洗碗间.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/advancedStorageBin_高级储物箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050500011,一级监狱权限卡,4,,886584,100,潮汐监狱,潮汐监狱-牢房区,cxjy,潮汐监狱,一级监狱权限卡,一卡多开 x1,"{""openDoorMuilt"":1}",0,0,4,,,35463,https://playerhub.df.qq.com/playerhub/60004/object/15050500011.png,data/keycards/images/keycards/15050500011_一级监狱权限卡.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/openDoorMuilt_一卡多开.webp,265,202605231600
15050200001,总裁室会客厅,6,1,4873780,40,航天基地,航天基地-总裁室,htjd,航天基地,总裁室会客厅,保险箱 x2; 小保险箱 x1; 大武器箱 x1; 一件衣服 x2; 登山包 x1; 散落物品随机刷新点 x5,"{""strongBox"":2,""smallStrongBox"":1,""largeWeaponBox"":1,""clothing"":2,""mountaineeringBag"":1,""scatteredPoint"":5}",0,2,4,,243689,487378,https://playerhub.df.qq.com/playerhub/60004/object/key/航天基地金卡.png,data/keycards/images/keycards/15050200001_总裁室会客厅.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/smallStrongBox_小保险箱.webp|data/keycards/images/containers/largeWeaponBox_大武器箱.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/mountaineeringBag_登山包.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050200004,黑室服务器室,6,,2300430,40,航天基地,航天基地-黑室,htjd,航天基地,黑室服务器室,服务器 x3; 电脑机箱 x3; 一件衣服 x1; 收纳盒 x2; 高级储物箱 x1; 散落物品随机刷新点 x4,"{""server"":3,""computerCase"":3,""clothing"":1,""storageBox"":2,""advancedStorageBin"":1,""scatteredPoint"":4}",0,2,4,,115022,230043,https://playerhub.df.qq.com/playerhub/60004/object/key/航天基地白卡.png,data/keycards/images/keycards/15050200004_黑室服务器室.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/server_服务器.webp|data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/storageBox_收纳盒.webp|data/keycards/images/containers/advancedStorageBin_高级储物箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050200005,蓝室核心,6,,3775454,40,航天基地,航天基地-蓝室,htjd,航天基地,蓝室核心 (可透玻璃),保险箱 x1; 小保险箱 x1; 一件衣服 x1; 散落物品随机刷新点 x8,"{""strongBox"":1,""smallStrongBox"":1,""clothing"":1,""scatteredPoint"":8}",0,2,4,,188773,377545,https://playerhub.df.qq.com/playerhub/60004/object/key/航天基地白卡.png,data/keycards/images/keycards/15050200005_蓝室核心.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/smallStrongBox_小保险箱.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050200003,蓝室数据中心,5,,815841,40,航天基地,航天基地-蓝室,htjd,航天基地,蓝室数据中心,大武器箱 x1; 服务器 x3; 收纳盒 x1; 散落物品随机刷新点 x8,"{""largeWeaponBox"":1,""server"":3,""storageBox"":1,""scatteredPoint"":8}",0,2,4,,40792,81584,https://playerhub.df.qq.com/playerhub/60004/object/key/航天基地白卡.png,data/keycards/images/keycards/15050200003_蓝室数据中心.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/largeWeaponBox_大武器箱.webp|data/keycards/images/containers/server_服务器.webp|data/keycards/images/containers/storageBox_收纳盒.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050200011,蓝室玻璃房,4,,1043745,40,航天基地,航天基地-蓝室,htjd,航天基地,蓝室玻璃房 (可透玻璃),大武器箱 x1; 武器箱 x1; 散落物品随机刷新点 x5,"{""largeWeaponBox"":1,""weaponBox"":1,""scatteredPoint"":5}",0,2,4,,52187,104374,https://playerhub.df.qq.com/playerhub/60004/object/key/航天基地白卡.png,data/keycards/images/keycards/15050200011_蓝室玻璃房.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/largeWeaponBox_大武器箱.webp|data/keycards/images/containers/weaponBox_武器箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050200006,浮力室医务间,4,,321384,40,航天基地,航天基地-浮力室,htjd,航天基地,浮力室医务间,军用医疗包 x2; 高级旅行箱 x1; 散落物品随机刷新点 x5,"{""militaryMedicalKit"":2,""advancedSuitcase"":1,""scatteredPoint"":5}",0,2,4,,16069,32138,https://playerhub.df.qq.com/playerhub/60004/object/key/航天基地白卡.png,data/keycards/images/keycards/15050200006_浮力室医务间.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/militaryMedicalKit_军用医疗包.webp|data/keycards/images/containers/advancedSuitcase_高级旅行箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050200010,组装车间二楼实验室,4,,738032,40,航天基地,航天基地-组装室,htjd,航天基地,组装车间二楼实验室,抽屉柜 x1; 电脑机箱 x2; 高级储物箱 x1; 一件衣服 x1; 快递箱 x1; 散落物品随机刷新点 x1,"{""drawerCabinet"":1,""computerCase"":2,""advancedStorageBin"":1,""clothing"":1,""expressBox"":1,""scatteredPoint"":1}",0,2,4,,36902,73803,https://playerhub.df.qq.com/playerhub/60004/object/key/航天基地白卡.png,data/keycards/images/keycards/15050200010_组装车间二楼实验室.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/drawerCabinet_抽屉柜.webp|data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/advancedStorageBin_高级储物箱.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/expressBox_快递箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050200012,3号宿舍里屋,4,,654378,40,航天基地,航天基地-宿舍区,htjd,航天基地,3号宿舍里屋 (可透玻璃),一件衣服 x2; 高级旅行箱 x1; 登山包 x1; 散落物品随机刷新点 x3,"{""clothing"":2,""advancedSuitcase"":1,""mountaineeringBag"":1,""scatteredPoint"":3}",0,2,4,,32719,65438,https://playerhub.df.qq.com/playerhub/60004/object/key/航天基地白卡.png,data/keycards/images/keycards/15050200012_3号宿舍里屋.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/advancedSuitcase_高级旅行箱.webp|data/keycards/images/containers/mountaineeringBag_登山包.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050200008,中控室三楼,4,,494550,40,航天基地,航天基地-中控区,htjd,航天基地,中控室三楼,一件衣服 x1; 工具柜 x1; 高级储物箱 x1; 散落物品随机刷新点 x3,"{""clothing"":1,""toolCabinet"":1,""advancedStorageBin"":1,""scatteredPoint"":3}",0,2,4,,24728,49455,https://playerhub.df.qq.com/playerhub/60004/object/key/航天基地白卡.png,data/keycards/images/keycards/15050200008_中控室三楼.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/toolCabinet_工具柜.webp|data/keycards/images/containers/advancedStorageBin_高级储物箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050200002,东区吊桥,5,,1484000,40,航天基地,航天基地-东区吊桥,htjd,航天基地,东区吊桥,仅放桥 x1,"{""openBridge"":1}",0,2,4,,74200,148400,https://playerhub.df.qq.com/playerhub/60004/object/key/航天基地白卡.png,data/keycards/images/keycards/15050200002_东区吊桥.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/openBridge_仅放桥.webp,265,202605231600
15050200007,西区大门,4,,1120000,40,航天基地,航天基地-西区大门,htjd,航天基地,西区大门,仅开门 x1,"{""openDoor"":1}",0,2,4,,56000,112000,https://playerhub.df.qq.com/playerhub/60004/object/key/航天基地白卡.png,data/keycards/images/keycards/15050200007_西区大门.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/openDoor_仅开门.webp,265,202605231600
15050200009,员工通道,4,,1073000,40,航天基地,航天基地-员工通道,htjd,航天基地,员工通道,仅开门 x2,"{""openDoor"":2}",0,2,4,,53650,107300,https://playerhub.df.qq.com/playerhub/60004/object/key/航天基地白卡.png,data/keycards/images/keycards/15050200009_员工通道.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/openDoor_仅开门.webp,265,202605231600
15050400003,博物馆废弃展厅,5,,597075,20,巴克什,巴克什-博物馆,bks,巴克什,博物馆废弃展厅,保险箱 x1; 收纳盒 x1; 医疗物资堆 x1,"{""strongBox"":1,""storageBox"":1,""medicalSuppliesPile"":1}",0,2,4,,59708,119415,https://playerhub.df.qq.com/playerhub/60004/object/key/巴克什白卡.png,data/keycards/images/keycards/15050400003_博物馆废弃展厅.png,./image/map/keycard_room/room/15050400003_p1.webp|./image/map/keycard_room/room/15050400003_p2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/storageBox_收纳盒.webp|data/keycards/images/containers/medicalSuppliesPile_医疗物资堆.webp,265,202605231600
